178;126;108;89;Tyriaion;x
179;168;111;217;Philomelion;x
180;0;114;90;Keissia;x
181;42;117;218;Klaneos;x
182;84;120;91;Aurokra;x
183;126;123;219;Amorion;x
184;168;126;92;Dokimeion;x
185;0;129;220;Ipsos;x
186;42;132;93;Eukarpia;x
187;84;135;221;Kidyessos;x
188;126;138;94;Pessinous;x
189;168;141;222;Gordion;x
190;0;144;95;Kinna;x
191;42;147;223;Ouetissos;x
192;84;150;96;Kyballion;x
193;126;153;224;Gorbeus;x
194;168;156;97;Ancyra;x
195;0;159;225;Malos;x
196;42;162;98;Klossama;x
197;84;165;226;Sarmalius;x
198;126;168;99;Gangra;x
199;168;171;227;Kandara;x
200;0;174;0;Kimiata;x
201;42;177;128;Claneus;x
202;84;180;1;Ciscissus;x
203;126;183;129;Asklepios;x
204;168;186;2;Ecobrogis;x
205;0;189;130;Zeila;x
206;42;192;3;Aigialos;x
207;84;195;131;Herakleia;x
208;126;198;4;Amastris;x
209;168;201;132;Tieion;x
210;0;204;5;Dadybra;x
211;42;207;133;Ziporea;x
212;84;210;6;Parthenia;x
213;126;0;134;Sora;x
214;168;3;7;Kaisareia;x
215;0;6;135;Krateia;x
216;42;9;8;Zeita;x
217;84;12;136;Tobata;x
218;126;15;9;Anadynata;x
219;168;18;137;Bithynion;x
220;0;21;10;Irakia;x
221;42;24;138;Artiknos;x
222;84;27;11;Bloukion;x
223;126;30;139;Legna;x
224;168;33;12;Gordioukome;x
225;0;36;140;Lagania;x
226;42;39;13;Mnizos;x
227;84;42;141;Trokna;x
228;126;45;14;Androna;x
229;168;48;142;Orbana;x
230;0;51;15;Selmena;x
231;42;54;143;Ikotarion;x
232;84;57;16;Bonita;x
233;126;60;144;Kieros;x
234;168;63;17;Chelai;x
235;0;66;145;Tomisa;x
236;42;69;18;Tarsos;x
237;84;72;146;Embolos;x
238;126;75;19;Diospolis;x
239;168;78;147;Psillion;x
240;0;81;20;Chalcedon;x
241;42;84;148;Rhebas;x
242;84;87;21;Libyssa;x
243;126;138;49;Astakos;x
244;168;93;22;Nicaea;x
245;0;96;150;Kios;x
246;42;99;23;Strobilos;x
247;84;102;151;Pythopolis;x
248;126;105;24;Myrleia;x
249;168;108;152;Prusa;x
250;0;111;25;Germanikopolis;x
251;42;114;153;Miletopolis;x
252;84;117;26;Kyzikos;x
253;126;120;154;Daskyleion;x
254;168;123;27;Zeleia;x
255;0;126;155;Parium;x
256;42;129;28;Lampsakos;x
257;84;132;156;Ilium;x
258;126;135;29;Antigoneia;x
259;168;138;157;Assos;x
260;0;141;30;Kebren;x
261;42;144;158;Abydos;x
262;84;147;31;Kolonai;x
263;126;150;159;Naxos;x
264;168;153;32;Baris;x
265;0;156;160;Argiza;x
266;42;159;33;Rhodos;x
267;84;162;161;Kale Peuke;x
268;126;165;34;Skepsis;x
269;168;168;162;Pericharaxis;x
270;0;171;35;Lemnos;x
271;42;174;163;Attea;x
272;84;177;36;Hiera;x
273;126;180;164;Stratonikeia;x
274;168;183;37;Thyateira;x
275;0;186;165;Iasos;x
276;42;189;38;Apollonia;x
277;84;192;166;Skyros;x
278;126;195;39;Pergamon;x
279;168;198;167;Elaea;x
280;0;201;40;Karpathos;x
281;42;204;168;Adramyttion;x
282;84;207;41;Herakleia;x
283;126;210;169;Mytilene;x
284;168;0;42;Eresos;x
285;0;3;170;Kyme;x
286;172;139;100;Chios;x
287;84;9;171;Smyrna;x
288;126;12;44;Teos;x
289;168;15;172;Erythrai;x
290;0;204;45;Ephesos;x
291;42;21;173;Colophon;x
292;84;24;46;Sardis;x
293;126;27;174;Philadelpheia;x
294;168;30;47;Larisa;x
295;0;33;175;Hypaipa;x
296;118;86;150;Magnesia;x
297;84;39;176;Imbros;x
298;126;42;49;Aigai;x
299;43;81;138;Maiboza;x
300;0;48;50;Maionia;x
301;42;51;178;Silandos;x
302;84;54;51;Kadoi;x
303;126;57;179;Synaos;x
304;168;60;52;Hyssa;x
305;0;63;180;Porotta;x
306;42;66;53;Ariandos;x
307;84;69;181;Bagis;x
308;126;72;54;Blaundos;x
309;168;75;182;Akmonia;x
310;0;78;55;Leros;x
311;42;81;183;Dionysoupolis;x
312;84;84;56;Appia;x
313;126;87;184;Metropolis;x
314;168;90;57;Nakoleia;x
315;0;93;185;Dorylaion;x
316;42;96;58;Midaion;x
317;84;99;186;Kotiaeion;x
318;126;102;59;Meiros;
319;168;105;187;Aizanoi;x
320;0;108;60;Hadrianeia;x
321;42;111;188;Hadrianoi;x
322;84;114;61;Lamounia;x
323;126;117;189;Sarkotyle;x
324;168;120;62;Otroia;x
325;0;123;190;Kabia;x
326;42;126;63;Modra;x
327;84;129;191;Oka;x
328;126;132;64;Orkistos;x
329;168;135;192;Milia;x
330;0;138;65;Karpasia;x
331;42;141;193;Salamis;x
332;84;144;66;Kition;x
333;126;147;194;Soloi;x
334;168;150;67;Paphos;x
335;0;153;195;Lapethos;x
336;42;156;68;Tamassos;x
337;84;159;196;Hadrianoutherai;x
338;126;162;69;Amathous;x
339;168;165;197;Sebaste;x
340;170;171;192;CalvriaSeptentrionalis;x
341;42;171;198;Philia;x
342;84;174;71;Salmydessos;x
343;126;177;199;Aulaiouteichos;x
344;168;180;72;Itanos;x
345;0;183;200;Selymbria;x
346;42;186;73;Perinthos;x
347;84;189;201;Bisanthe;x
348;126;192;74;Bergoule;x
349;168;195;202;Sestos;x
350;0;198;75;Lysimacheia;x
351;42;201;203;Rhithymna;x
352;84;204;76;Ornoi;x
353;126;207;204;Kypsela;x
354;168;210;77;Ainos;x
355;0;0;205;Hierapytna;x
356;42;3;78;Thasos;x
357;84;6;206;Sale;x
358;126;9;79;Knosos;x
359;168;12;207;Olous;x
360;0;15;80;Porsulae;x
361;42;18;208;Gortyna;x
362;84;21;81;Abdera;x
363;126;24;209;Neapolis;x
364;168;27;82;Philippi;x
365;0;30;210;Amfipolis;x
366;42;33;83;Tragilos;x
367;84;36;211;Kydonia;x
368;126;39;84;Polyrrenia;x
369;168;42;212;Sirra;x
370;0;45;85;Tarra;x
371;42;48;213;Euporia;x
372;84;51;86;Korion;x
373;126;54;214;Thessalonica;x
374;168;57;87;Kalindoia;x
375;0;60;215;Amorgos;x
376;42;63;88;Poteidaia;x
377;84;66;216;Akanthos;x
378;126;69;89;Torone;x
379;168;72;217;Pella;x
380;0;75;90;Dion;x
381;42;78;218;Beroia;x
382;84;81;91;Edessa;x
383;126;84;219;Europos;x
384;168;87;92;Gortynia;x
385;0;90;220;Tauriana;x
386;42;93;93;Asseros;x
387;84;96;221;Ios;x
388;126;99;94;Gonnoi;x
389;168;102;222;Larissa;x
390;0;105;95;Pherai;x
391;42;108;223;Demetrias;x
392;84;111;96;Kasthaneia;x
393;126;114;224;Pelagonia;x
394;168;117;97;Pharsalos;x
395;0;120;225;Pialeia;x
396;42;123;98;Pelinna;x
397;84;126;226;Stobi;x
398;126;129;99;Nea Halos;x
399;168;132;227;Lamia;x
400;0;135;0;Elimia;x
401;42;138;128;Hypate;x
402;84;141;1;Opous;x
403;126;144;129;Histiaia;x
404;168;147;2;Olooson;x
405;0;150;130;Stuberra;x
406;42;153;3;Anthedon;x
407;84;156;131;Chalcis;x
408;126;159;4;Arnisa;x
409;168;162;132;Karystos;x
410;0;165;5;Oichalia;x
411;42;168;133;Herakleia;x
412;84;171;6;Lychnidos;x
413;126;174;134;Oropos;x
414;168;177;7;Nicopolis ad Nestum;x
415;0;180;135;Dyrrachion;x
416;42;183;8;Athens;x
417;84;186;136;Megara;x
418;126;189;9;Korinthos;x
419;168;192;137;Torone;x
420;0;195;10;Peparethos;x
421;42;198;138;Phoinike;x
422;84;201;11;Apollonia;x
423;126;204;139;Orchomenos;x
424;168;207;12;Delphi;x
425;0;210;140;Dodona;x
426;42;0;13;Thebes;x
427;84;3;141;Sparta;x
428;126;6;14;Methone;x
429;168;9;142;Epidauros Limera;x
430;0;12;15;Gytheion;x
431;42;15;143;Messene;x
432;84;18;16;Mothone;x
433;42;87;63;Lepreon;x
434;168;24;17;Patrai;x
435;0;27;145;Heraia;x
436;42;30;18;Megalopolis;x
437;84;33;146;Seriphos;x
438;126;36;19;Mantinea;x
439;168;39;147;Olympia;x
440;0;42;20;Argos;x
441;42;45;148;Epidauros;x
442;84;48;21;Aigina;x
443;126;51;149;Kythnos;x
444;168;54;22;Aigion;x
445;0;57;150;Antiphrai;x
446;42;60;23;Elis;x
447;84;63;151;Syros;x
448;126;66;24;Stymphalia;x
449;168;69;152;Kleitor;x
450;0;72;25;Prasiai;x
451;42;75;153;Troizen;x
452;84;78;26;Tenos;x
453;126;81;154;Mareia;x
454;168;84;27;Thera;x
455;0;87;155;Dimalion;x
456;42;90;28;Thermon;x
457;84;93;156;Naupaktos;x
458;126;96;29;Chaleion;x
459;168;99;157;Leucas;x
460;0;102;30;Zakynthos;x
461;42;105;158;Kefalonia;x
462;84;108;31;Stratos;x
463;126;111;159;Thyrrheion;x
464;168;114;32;Nikopolis;x
465;0;117;160;Ambrakia;x
466;42;120;33;Oichalia;x
467;84;123;161;Orikos;x
468;126;126;34;Thespiai;x
469;168;129;162;Thaumakoi;x
470;0;132;35;Korkyra;x
471;42;135;163;Kythera;x
472;84;138;36;Kea;x
473;126;141;164;Leuktron;x
474;168;144;37;Omphalion;x
475;0;147;165;Kallipolis;x
476;42;150;38;Helikranon;x
477;84;153;166;Serdica;x
478;126;156;39;Seuthopolis;x
479;168;159;167;Kabyle;x
480;0;162;40;Mesembria;x
481;42;165;168;Anchialus;x
482;84;168;41;Apollonia Pontica;x
483;126;171;169;Artales;x
484;168;174;42;Beroe;x
485;0;177;170;Philippopolis;x
486;42;180;43;Diocletianopolis;x
487;84;183;171;Bessapara;x
488;126;186;44;Pistiros;x
489;168;189;172;Nike;x
490;0;192;45;Plotinoupolis;x
491;42;195;173;Bourdepa;x
492;84;198;46;Fotinovo;x
493;126;201;174;Perperakion;x
494;168;204;47;Oraion;x
495;0;207;175;Tarpodizo;x
496;42;210;48;Paleokastro;x
497;84;0;176;Sintia;x
498;126;3;49;Scaptopara;x
499;168;6;177;Pautalia;x
500;0;9;50;Memphis;x
501;42;12;178;;Heliopolis
502;84;15;51;;Heroopolis
503;126;18;179;Bubastis;x
504;168;21;52;Leontopolis;x
505;0;24;180;Klysma;x
506;42;27;53;Arsinoe;x
507;84;30;181;Leontopolis(Hel);x
508;126;33;54;Tanis;x
509;168;36;182;Pelusium;x
510;0;39;55;Daphnai;x
511;42;42;183;Phakoussai;Faqus
512;84;45;56;Letopolis;x
513;126;48;184;Athribis;x
514;168;51;57;Nikiou;x
515;0;54;185;Naukratis;x
516;42;57;58;Alexandria;x
517;84;60;186;Hermopolis Mikra;x
518;126;63;59;Buto;x
519;168;66;187;Sais;x
520;0;69;60;Xois;x
521;42;72;188;Sebennytos;x
522;84;75;61;Diospolis Kato;x
523;126;78;189;Pakhnemounis;x
524;168;81;62;Pharbaithos;x
525;0;84;190;Sile;x
526;126;21;144;Onouphis Ano;x
527;84;90;191;Atarbechis-Aphroditopolis;x
528;126;93;64;Isieion;x
529;168;96;192;Kanopos;x
530;0;99;65;Bolbitine;x
531;42;102;193;Psenemphaia;x
532;84;105;66;Chaireon;x
533;126;108;194;Chemmis;x
534;168;111;67;Mendes;x
535;0;114;195;Ostrakine;x
536;42;117;68;Babylon (Egypt);x
537;84;120;196;Panarachthis;x
538;126;123;69;Aphroditopolis;x
539;168;126;197;Krokodilopolis;x
540;0;129;70;Dionysias;x
541;42;132;198;Karanis;x
542;84;135;71;Ankyropolis;x
543;126;138;199;Nilopolis;x
544;168;141;72;Herakleopolis;x
545;0;144;200;Oxyrhynchus;x
546;42;147;73;Kynopolis;x
547;84;150;201;Chysis;x
548;126;153;74;Alabastronpolis;x
549;168;156;202;Hermopolis Magna/Schmun;x
550;0;159;75;Thynis;x
551;42;162;203;Besa;x
552;84;165;76;Koussai;x
553;126;168;204;Lykopolis;x
554;168;171;77;Moirai;x
555;0;174;205;Hypsele;x
556;42;177;78;Antaiopolis;x
557;84;180;206;Panopolis;x
558;126;183;79;Athribis;x
559;168;186;207;Ptolemais Hermeiou;x
560;0;189;80;Thinis;x
561;42;192;208;Abydos;x
562;84;195;81;Diospolis Mikra;x
563;126;198;209;Tenthyris;x
564;168;201;82;Kainepolis;x
565;0;204;210;Ghuzza;x
566;42;207;83;Koptos;x
567;84;210;211;Apollonopolis Parva;x
568;126;0;84;Petemout;x
569;168;3;212;Diospolis Magna/Luxor;x
570;0;6;85;Memnonia;x
571;42;9;213;Terkythis;x
572;84;12;86;Hermonthis;x
573;126;15;214;Pathyris;x
574;168;18;87;Latopolis;x
575;0;21;215;Eileithyiopolis;x
576;42;24;88;Apollonopolis Magna;x
577;84;27;216;Omboi;x
578;126;30;89;Hydreuma to epi tou Paneiou;x
579;168;33;217;Persou;x
580;0;36;90;Myos Hormos;x
581;42;39;218;Semna;x
582;84;42;91;Siqdit;x
583;126;45;219;Berenike;x
584;168;48;92;Vetus Hydreuma;x
585;0;51;220;Lahami;x
586;42;54;93;Sukkari;x
587;84;57;221;Nechesia;x
588;126;60;94;Aristonis;x
589;168;63;222;Falacro;x
590;0;66;95;Novum Hydreuma;x
591;42;69;223;Syene;x
592;84;72;96;Talmis;x
593;126;75;224;Pselkis;x
594;168;78;97;Tachampso;x
595;0;81;225;Kortia;x
596;42;84;98;Aramum;x
597;84;87;226;Tene;x
598;126;90;99;Premis;x
599;168;93;227;Cambusis;x
600;0;96;0;Pachora;x
601;42;99;128;Serra;x
602;84;102;1;Tamania;x
603;126;105;129;Boon;x
604;168;108;2;Semna;x
605;0;111;130;Noa;x
606;42;114;3;Saye;x
607;84;117;131;Gugo;x
608;126;120;4;Paroa;x
609;168;123;132;Acina;x
610;0;126;5;Prummu;x
611;42;129;133;Orsum;x
612;84;132;6;Direla;x
613;126;135;134;Patigga;x
614;168;138;7;Bagada;x
615;0;141;135;Pago;x
616;42;144;8;Mulon;x
617;84;147;136;Breues;x
618;126;150;9;Urbim;x
619;168;153;137;Segasa;x
620;0;156;10;Arcas;x
621;42;159;138;Tergendum;x
622;84;162;11;Zamnes;x
623;126;165;139;Dumuna;x
624;168;168;12;Mambil;x
625;0;171;140;Cortum;x
626;42;174;13;Napata;x
627;84;177;141;Marru;x
628;126;180;14;Alana;x
629;168;183;142;Sankole;x
630;0;186;15;Scammos;x
631;42;189;143;Gora;x
632;84;192;16;Abale;x
633;126;195;144;Druka*;x
634;168;198;17;Darou;x
635;0;201;145;Galim;x
636;42;204;18;Seserem;x
637;84;207;146;Mallo;x
638;126;210;19;Sakolche;x
639;168;0;147;Tadu;x
640;0;3;20;Epis;x
641;42;6;148;Meroe;x
642;84;9;21;Summarum;x
643;126;12;149;Araba;x
644;168;15;22;Naqa;x
645;0;18;150;Kurgus;x
646;42;21;23;Fourth Cataract;x
647;84;24;151;Quei;x
648;126;27;24;Gennesar;x
649;168;30;152;Lykabettus-PorphyritesMons;x
650;0;33;25;Drepanum (unsettled);x
651;42;36;153;Sumita*;x
652;1;1;140;S;x
653;1;1;220;S;x
654;1;1;141;S;x
655;0;48;155;Serapieion;x
656;42;51;28;Rinokoloura;x
657;84;54;156;Bitylion;x
658;126;57;29;Raphia;x
659;168;60;157;Kadytis/Gaza;x
660;0;63;30;Ashqelon/Ascalon;x
661;42;66;158;Ashdod;x
662;84;69;31;Iamneia;x
663;126;72;159;Ioppe;x
664;168;75;32;Apollonia;x
665;0;78;160;Caesarea;x
666;42;81;33;Sykamina;x
667;84;84;161;Dora;x
668;126;87;34;Boukolonpolis;x
669;168;90;162;Jellemeh;x
670;0;93;35;Ake-Ptolemais;x
671;42;96;163;Kefar Shuni;x
672;84;99;36;Iezreel;x
673;126;102;164;Scythopolis;x
674;168;105;37;Philoteria;x
675;0;108;165;Pella;x
676;42;111;38;Salem;x
677;84;114;166;Asochis;x
678;126;117;39;Narbata;x
679;168;120;167;Samaria;x
680;0;123;40;Neapolis;x
681;42;126;168;Characmoba;x
682;84;129;41;Antipatris;x
683;126;132;169;Ephraim;x
684;168;135;42;Iericho;x
685;0;138;170;Lydda;x
686;42;141;43;Emmaus;x
687;84;144;171;Ierusalem;x
688;126;147;44;Thekoa;x
689;168;150;172;Bethar;x
690;0;153;45;Marisa;x
691;42;156;173;Hebron;x
692;84;159;46;Adora;x
693;126;162;174;Thala;x
694;168;165;47;Maon;x
695;0;168;175;Elousa;x
696;42;171;48;Betomolachon;x
697;84;174;176;Nessana;x
698;126;177;49;Sobata;x
699;168;180;177;Eboda;x
700;0;183;50;Mampsis;x
701;42;186;178;Maghara;x
702;84;189;51;Quseima;x
703;126;192;179;Gypsaria;x
704;168;195;52;Aelana;x
705;0;198;180;Timnah;x
706;42;201;53;Bossia;x
707;84;204;181;Arieldela;x
708;126;207;54;Kalgouia;x
709;168;210;182;Toloha;x
710;0;0;55;Zoara;x
711;42;3;183;Masada;x
712;84;6;56;Aroes;x
713;126;9;184;Livias;x
714;168;12;57;Tyrus;x
715;0;15;185;Gadara;x
716;42;18;58;Esbous;x
717;84;21;186;Madaba;x
718;126;24;59;Philadelpheia;x
719;168;27;187;Akraba;x
720;0;30;60;Asophon;x
721;42;33;188;Gerasa;x
722;84;36;61;Gadara2;x
723;126;39;189;Hippos;x
724;168;42;62;Ankale;x
725;0;45;190;Makna;x
726;42;48;63;Madiama;x
727;84;51;191;Aramaua;x
728;126;54;64;Auara;x
729;168;57;192;Petra;x
730;0;60;65;Adrou;x
731;42;63;193;Mhai;x
732;84;66;66;Adraha;x
733;126;69;194;Abila Dekapoleos/Seleukia;x
734;168;72;67;Bostra;x
735;0;75;195;Canatha;x
736;42;78;68;Mothana;x
737;84;81;196;Raphon;x
738;126;84;69;Maked;x
739;168;87;197;Karnaia;x
740;0;90;70;Dan;x
741;42;93;198;Iyyon;x
742;84;96;71;Kadasa;x
743;126;99;199;Tyrus;x
744;168;102;72;Hammon;x
745;0;105;200;Gelil;x
746;42;108;73;Sarepta;x
747;84;111;201;Sidon;x
748;126;114;74;Berytus;x
749;168;117;202;Brochoi;x
750;0;120;75;Damascus;x
751;42;123;203;Chalybon;x
752;84;126;76;Gerra;x
753;126;129;204;Segeira;x
754;168;132;77;Palmyra;x
755;0;135;205;Veriaraca;x
756;42;138;78;Cunna;x
757;84;141;206;Oneuatha;x
758;126;144;79;Vallis Alba;x
759;168;147;207;Thelseai;x
760;0;150;80;Iabrouda;x
761;42;153;208;Triparadeisos;x
762;84;156;81;Conna;x
763;126;159;209;Heliopolis;x
764;168;162;82;Chalcis sub Libano;x
765;0;165;210;Berothe;x
766;42;168;83;Byblos;x
767;84;171;211;Botrys;x
768;126;174;84;Libanus Mons - Yammune;x
769;168;177;212;Tripolis;x
770;0;180;85;Cara;x
771;42;183;213;Arca;x
772;84;186;86;Laodicea ad Libanum;x
773;126;189;214;Vicat;x
774;168;192;87;Hemesa;x
775;0;195;215;Heliaramia;x
776;42;198;88;Otthara;x
777;84;201;216;Amathe;x
778;126;204;89;Mariamme;x
779;168;207;217;Arados;x
780;0;210;90;Carne;x
781;42;0;218;Larissa;x
782;84;3;91;Apamea;x
783;126;6;219;Bargylus Mons;x
784;168;9;92;Sigon;x
785;0;12;220;Tell Soukas;x
786;42;15;93;Laodicea;x
787;84;18;221;Seleukobelos;x
788;126;21;94;Posideion;x
789;168;24;222;leukeia Pieria;x
790;0;27;95;Antiochia;x
791;42;30;223;Darkus;x
792;84;33;96;Trapezon;x
793;126;36;224;Gindaros;x
794;168;39;97;Cyrrus;x
795;0;42;225;Myriandros;x
796;42;45;98;Issus/Nikopolis;x
797;84;48;226;Chalcis ad Belum;x
798;126;51;99;Beroia;x
799;168;54;227;Occaraba;x
800;0;57;0;Gennaes;x
801;42;60;128;Helela;x
802;84;63;1;Oriza;x
803;126;66;129;Resafa;x
804;168;69;2;Nicephorium;x
805;0;72;130;Amphipolis;x
806;42;75;3;Zenobia/Birtha;x
807;84;78;131;Hierapolis;x
808;126;81;4;Batnai;x
809;168;84;132;Europos;x
810;0;87;5;Zeugma/Seleukeia pros to Euphrate;x
811;42;90;133;Doliche;x
812;84;93;6;Nicopolis;x
813;126;96;134;Anasartha;x
814;168;99;7;Barbalissus;x
815;0;102;135;Seriane;x
816;42;105;8;Theleda;x
817;84;108;136;Batnae;x
818;126;111;9;Edessa/Antiochia ad Callirhoem;x
819;168;114;137;Carrhae;x
820;0;117;10;Sahlala;x
821;42;120;138;Resaina;x
822;84;123;11;Nabada;x
823;126;126;139;Shadikanni;x
824;168;129;12;Qatnu;x
825;0;132;140;Magdalu;x
826;42;135;13;Appadana;x
827;84;138;141;Circesium;x
828;126;141;14;Terqa;x
829;168;144;142;Doura;x
830;0;147;15;Nisibis;x
831;42;150;143;Singara;x
832;84;153;16;Ta'idu;x
833;126;156;144;Pinaka;x
834;168;159;17;Satalka;x
835;0;162;145;Hatra;x
836;42;165;18;Samosata;x
837;84;168;146;Tharsa;x
838;126;171;19;Tille;x
839;168;174;147;Arsameia pros Nymphaio;x
840;0;177;20;Arsameia;x
841;42;180;148;Arkathiokerta;x
842;84;183;21;Tigranocerta;x
843;126;186;149;Chlomaron;x
844;168;189;22;Antiochia Arabis;x
845;0;192;150;Martyropolis;x
846;42;195;23;Cymiza;x
847;84;198;151;Dausara;x
848;0;3;225;Alagma;x
849;126;201;24;Ballatha;x
850;168;96;42;Amsareddi;x
851;84;9;226;Ammattha;x
852;85;84;11;Chaonia;x
853;127;87;139;Ichnae;x
854;169;90;12;Ganaba;x
855;126;135;84;Siphrios;x
856;168;138;212;Sardeoua;x
857;0;141;85;Sitai;x
858;42;144;213;Arsamosata;x
859;84;147;86;Colchis;x
860;126;150;214;Anzitene;x
861;168;153;87;Apqu;x
862;0;156;215;Nineveh;x
863;42;159;88;Balad;x
864;84;162;216;Dur-Sharrukin;x
865;126;165;89;Gaugamela;x
866;168;168;217;Bavian;x
867;0;171;90;Shapur;x
868;42;174;218;Dhahir;x
869;84;177;91;Riskephas;x
870;126;180;219;Izala Mons;x
871;168;183;92;Marde;x
872;0;186;220;Ammodios;x
873;42;189;93;Hassu;x
874;84;192;221;Thannuris;x
875;126;195;94;Zagurae;x
876;168;198;222;Qarassas;x
877;0;201;95;Barsalium;x
